Subscription,Subscription Name,Resource Group,Location,Type,Service Name,Compliant,Impact,Category,Recommendation,Result,Learn,RId
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,true,Low,Monitoring and Alerting,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor,app-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,true,Low,Governance,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,app-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,true,High,Security,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls,app-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,true,High,High Availability,Plan SKU,F1,https://learn.microsoft.com/en-us/azure/app-service/overview-hosting-plans,asp-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,true,High,High Availability,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/,kv-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,true,Medium,Disaster Recovery,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview,kv-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,true,Low,Governance,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,kv-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,true,High,High Availability,Key Vault SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/,kv-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,true,High,High Availability,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types,st-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,true,Low,Governance,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,st-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,true,High,Security,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer,st-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,true,High,High Availability,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/,st-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,true,Medium,Disaster Recovery,Storage Account should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,true,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,true,High,High Availability,Storage should have a SLA,99%,https://www.azure.cn/en-us/support/sla/storage/,st-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,true,High,High Availability,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types,st-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,true,Medium,Disaster Recovery,Storage Account should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,true,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,true,High,Security,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer,st-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,true,Low,Governance,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,st-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,true,High,High Availability,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types,st-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,true,High,High Availability,Storage should have a SLA,99%,https://www.azure.cn/en-us/support/sla/storage/,st-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,true,High,High Availability,Azure Database for MySQL - Flexible Server SKU,Standard_B1ms,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/concepts-service-tiers-storage,mysqlf-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,true,High,High Availability,Azure Database for MySQL - Flexible Server should have a SLA,99.9%,hhttps://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1,mysqlf-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,AzurebrainsBot,true,High,High Availability,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html,appi-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,azurebrains,true,High,High Availability,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html,appi-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,Medium,High Availability,App Service should avoid using Client Affinity,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/azure-app-service/reliability#checklist,app-015
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,High,Security,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls,app-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,High,Security,App Service should use HTTPS only,,https://learn.microsoft.com/azure/app-service/configure-ssl-bindings#enforce-https,app-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,High,Security,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging,app-012
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,Medium,Security,App Service should use Managed Identities,,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity?tabs=portal%2Chttp,app-016
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,High,Scalability,App Service should have Always On enabled,,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,app-014
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,true,High,Security,App Service should not allow insecure FTP,,https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal,app-013
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,High,Security,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls,app-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,High,Security,App Service should use HTTPS only,,https://learn.microsoft.com/azure/app-service/configure-ssl-bindings#enforce-https,app-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,High,Security,App Service should not allow insecure FTP,,https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal,app-013
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,High,Scalability,App Service should have Always On enabled,,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,app-014
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,High,Security,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging,app-012
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,Medium,High Availability,App Service should avoid using Client Affinity,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/azure-app-service/reliability#checklist,app-015
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,true,Medium,Security,App Service should use Managed Identities,,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity?tabs=portal%2Chttp,app-016
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms,ASP-ratflowapprg-bab4,true,High,High Availability,Plan SKU,P1mv3,https://learn.microsoft.com/en-us/azure/app-service/overview-hosting-plans,asp-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms,ASP-ratflowapprg-bab4,true,High,High Availability,Plan should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/app-service/,asp-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,true,Low,Governance,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,kv-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,true,High,High Availability,Key Vault SKU,standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/,kv-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,true,High,High Availability,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/,kv-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,true,Low,Monitoring and Alerting,Key Vault should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault,kv-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,true,Medium,Disaster Recovery,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview,kv-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.CognitiveServices/accounts,oai-pfrat01,true,High,High Availability,Cognitive Service Account SKU,S0,https://learn.microsoft.com/en-us/azure/templates/microsoft.cognitiveservices/accounts?pivots=deployment-language-bicep#sku,cog-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.CognitiveServices/accounts,oai-pfrat01,true,High,High Availability,Cognitive Service Account should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1,cog-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.Storage/storageAccounts,stpfrat01,true,High,Security,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer,st-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.Storage/storageAccounts,stpfrat01,true,Low,Governance,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,st-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.Storage/storageAccounts,stpfrat01,true,High,High Availability,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/,st-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.Storage/storageAccounts,stpfrat01,true,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.Storage/storageAccounts,stpfrat01,true,High,High Availability,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types,st-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.DocumentDB/databaseAccounts,cosmos-pfrat01,true,Low,Governance,CosmosDB Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,cosmos-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.DocumentDB/databaseAccounts,cosmos-pfrat01,true,High,High Availability,CosmosDB SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/cosmos-db/autoscale-provisioned/,cosmos-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.DocumentDB/databaseAccounts,cosmos-pfrat01,true,Low,Governance,CosmosDB should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,cosmos-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.DocumentDB/databaseAccounts,cosmos-pfrat01,true,High,High Availability,CosmosDB should have a SLA,99.99%,https://learn.microsoft.com/en-us/azure/cosmos-db/high-availability#slas,cosmos-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,microsoft.insights/components,appi-pfrat01,true,Low,Scalability,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource,appi-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,microsoft.insights/components,appi-pfrat01,true,Low,Governance,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,appi-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,microsoft.insights/components,appi-pfrat01,true,High,High Availability,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html,appi-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.ContainerRegistry/registries,acrpfrat01,true,Medium,Security,ContainerRegistry should have anonymous pull access disabled,,https://learn.microsoft.com/azure/container-registry/anonymous-pull-access#configure-anonymous-pull-access,cr-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.ContainerRegistry/registries,acrpfrat01,true,Medium,Security,ContainerRegistry should have the Administrator account disabled,,https://learn.microsoft.com/azure/container-registry/container-registry-authentication-managed-identity,cr-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.ContainerRegistry/registries,acrpfrat01,true,High,High Availability,ContainerRegistry should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/container-registry/,cr-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.ContainerRegistry/registries,acrpfrat01,true,High,High Availability,ContainerRegistry SKU,Standard,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-skus,cr-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,westeurope,Microsoft.Logic/workflows,ReadEmailToPromptFlow,true,High,Security,Logic App should limit access to Http Triggers,,https://learn.microsoft.com/en-us/azure/logic-apps/logic-apps-securing-a-logic-app?tabs=azure-portal#restrict-access-by-ip-address-range,logic-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,westeurope,Microsoft.Logic/workflows,ReadEmailToPromptFlow,true,High,High Availability,Logic App should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1,logic-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,High,Security,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls,app-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,High,Security,App Service should not allow insecure FTP,,https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal,app-013
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,Medium,Security,App Service should use VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,Medium,High Availability,App Service should avoid using Client Affinity,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/azure-app-service/reliability#checklist,app-015
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,High,Scalability,App Service should have Always On enabled,,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,app-014
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,Low,Governance,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,app-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,High,Security,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging,app-012
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms,ASP-GlobalAIES-88c2,true,Low,Governance,Plan should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,asp-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms,ASP-GlobalAIES-88c2,true,High,High Availability,Plan SKU,P1v2,https://learn.microsoft.com/en-us/azure/app-service/overview-hosting-plans,asp-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms,ASP-GlobalAIES-88c2,true,High,High Availability,Plan should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/app-service/,asp-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,High,Security,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer,st-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,High,High Availability,Storage SKU,Standard_RAGRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types,st-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,High,High Availability,Storage should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/storage/,st-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Medium,Disaster Recovery,Storage Account should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Low,Governance,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,st-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,global,Microsoft.Cdn/profiles,globalaies-291e1bfa2ba58dc55f2a-cdnprofile,true,Low,Governance,Azure FrontDoor should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,afd-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,global,Microsoft.Cdn/profiles,globalaies-291e1bfa2ba58dc55f2a-cdnprofile,true,High,High Availability,Azure FrontDoor SKU,Standard_Microsoft,https://learn.microsoft.com/en-us/azure/frontdoor/standard-premium/tier-comparison,afd-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,global,Microsoft.Cdn/profiles,globalaies-291e1bfa2ba58dc55f2a-cdnprofile,true,High,High Availability,Azure FrontDoor SLA,99.99%,https://www.azure.cn/en-us/support/sla/cdn/,afd-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,Low,Governance,Azure Database for MySQL - Flexible Server should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,mysqlf-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,High,High Availability,Azure Database for MySQL - Flexible Server SKU,Standard_B2s,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/concepts-service-tiers-storage,mysqlf-005
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,High,Security,Azure Database for MySQL - Flexible Server should have private access enabled,,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/how-to-manage-virtual-network-cli,mysqlf-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,High,High Availability,Azure Database for MySQL - Flexible Server should have a SLA,99.9%,hhttps://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1,mysqlf-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Network/virtualNetworks,globalaies-0f21c57227-vnet,true,High,High Availability,Virtual Network should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-overview#virtual-networks-and-availability-zones,vnet-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Network/virtualNetworks,globalaies-0f21c57227-vnet,true,High,High Availability,Virtual Network should have at least two DNS servers assigned,,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-name-resolution-for-vms-and-role-instances?tabs=redhat#specify-dns-servers,vnet-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-ES,westeurope,Microsoft.Network/virtualNetworks,globalaies-0f21c57227-vnet,true,Low,Governance,Virtual Network should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,vnet-007
